# Time;running vehicles [#];avg. speed [m/s];avg. trip speed [m/s]
1705.00;35.00;13.00;11.47
1706.00;35.00;12.10;11.47
1707.00;35.00;11.98;11.47
1708.00;36.00;11.59;11.47
1709.00;36.00;11.87;11.47
1710.00;36.00;11.71;11.47
1711.00;36.00;11.91;11.47
1712.00;35.00;11.78;11.47
1713.00;35.00;11.33;11.49
1714.00;35.00;11.29;11.49
1715.00;35.00;11.21;11.49
1716.00;36.00;10.73;11.49
1717.00;36.00;10.68;11.49
1718.00;37.00;10.50;11.49
1719.00;40.00;9.52;11.49
1720.00;42.00;9.17;11.49
1721.00;42.00;9.28;11.49
1722.00;42.00;9.54;11.49
1723.00;43.00;9.52;11.49
1724.00;43.00;9.70;11.49
1725.00;45.00;9.59;11.49
1726.00;45.00;9.83;11.49
1727.00;45.00;10.44;11.49
1728.00;46.00;10.65;11.49
1729.00;46.00;11.05;11.49
1730.00;46.00;11.30;11.49
1731.00;46.00;11.43;11.49
1732.00;46.00;11.66;11.49
1733.00;45.00;11.13;11.50
1734.00;44.00;10.72;11.49
1735.00;44.00;10.59;11.49
1736.00;44.00;10.20;11.49
1737.00;45.00;9.80;11.49
1738.00;45.00;9.62;11.49
1739.00;45.00;9.39;11.49
1740.00;46.00;8.71;11.50
1741.00;46.00;8.72;11.50
1742.00;45.00;9.09;11.50
1743.00;44.00;9.25;11.50
1744.00;44.00;9.62;11.50
1745.00;44.00;10.09;11.50
1746.00;44.00;10.60;11.50
1747.00;44.00;11.17;11.50
1748.00;44.00;11.28;11.49
1749.00;43.00;11.82;11.50
1750.00;43.00;12.04;11.50
1751.00;43.00;11.64;11.49
1752.00;43.00;11.05;11.49
1753.00;44.00;10.51;11.49
1754.00;44.00;10.13;11.49
1755.00;45.00;10.23;11.49
1756.00;46.00;10.26;11.49
1757.00;46.00;10.18;11.49
1758.00;46.00;10.33;11.49
1759.00;46.00;10.82;11.49
1760.00;46.00;10.71;11.49
1761.00;46.00;10.55;11.49
1762.00;46.00;10.85;11.49
1763.00;46.00;10.91;11.49
1764.00;47.00;10.79;11.49
1765.00;47.00;11.07;11.49
1766.00;47.00;11.12;11.49
1767.00;48.00;11.23;11.49
1768.00;47.00;11.69;11.49
1769.00;48.00;11.66;11.49
1770.00;49.00;11.70;11.49
1771.00;49.00;11.79;11.49
1772.00;49.00;11.53;11.49
1773.00;48.00;11.69;11.49
1774.00;47.00;12.05;11.49
1775.00;47.00;12.29;11.49
1776.00;47.00;12.04;11.49
1777.00;46.00;11.25;11.49
1778.00;46.00;10.59;11.49
1779.00;47.00;9.53;11.49
1780.00;47.00;9.28;11.49
1781.00;47.00;9.68;11.49
1782.00;46.00;10.00;11.49
1783.00;47.00;10.04;11.49
1784.00;47.00;10.27;11.49
1785.00;47.0
